ROW,Dimension.DATE,Dimension.ADVERTISER_ID,Dimension.ADVERTISER_NAME,Dimension.ORDER_NAME,Dimension.LINE_ITEM_ID,Dimension.LINE_ITEM_NAME,Dimension.LINE_ITEM_TYPE,Dimension.CREATIVE_NAME,Dimension.CREATIVE_TYPE,Dimension.CREATIVE_SIZE,Dimension.MASTER_COMPANION_CREATIVE_ID,Dimension.MASTER_COMPANION_CREATIVE_NAME,Dimension.AD_UNIT_NAME,Dimension.ORDER_ID,Dimension.CREATIVE_ID,Dimension.AD_UNIT_ID,DimensionAttribute.LINE_ITEM_GOAL_QUANTITY,DimensionAttribute.LINE_ITEM_START_DATE_TIME,DimensionAttribute.LINE_ITEM_END_DATE_TIME,DimensionAttribute.LINE_ITEM_CONTRACTED_QUANTITY,DimensionAttribute.LINE_ITEM_SPONSORSHIP_GOAL_PERCENTAGE,DimensionAttribute.CREATIVE_CLICK_THROUGH_URL,DimensionAttribute.MASTER_COMPANION_TYPE,DimensionAttribute.CREATIVE_OR_CREATIVE_SET,Column.AD_SERVER_ALL_REVENUE,Column.AD_SERVER_CLICKS,Column.AD_SERVER_CPD_REVENUE,Column.AD_SERVER_CPM_AND_CPC_REVENUE,Column.AD_SERVER_IMPRESSIONS,Column.VIDEO_VIEWERSHIP_AUTO_PLAYS,Column.VIDEO_VIEWERSHIP_CLICK_TO_PLAYS,Column.VIDEO_VIEWERSHIP_COMPLETE,Column.VIDEO_VIEWERSHIP_FIRST_QUARTILE,Column.VIDEO_VIEWERSHIP_MIDPOINT,Column.VIDEO_VIEWERSHIP_START,Column.VIDEO_VIEWERSHIP_THIRD_QUARTILE,Column.VIDEO_VIEWERSHIP_VIDEO_LENGTH,Column.TOTAL_INVENTORY_LEVEL_ALL_REVENUE,Column.TOTAL_INVENTORY_LEVEL_CLICKS,Column.TOTAL_INVENTORY_LEVEL_CPM_AND_CPC_REVENUE,Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS,Column.TOTAL_LINE_ITEM_LEVEL_ALL_REVENUE,Column.TOTAL_LINE_ITEM_LEVEL_CLICKS,Column.TOTAL_LINE_ITEM_LEVEL_CPM_AND_CPC_REVENUE
102548119667364157873---751815071_2018-05-08_555,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,300 x 600,138230379977,300x600 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NEWS.com.au/Finance,2265591090,717089296,212725151,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,2,0,0,608,0,0,-,-,-,-,-,-,0,2,0,0,0,2,0
102548119667364157873---751815071_2018-05-08_556,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,300 x 600,138230379977,300x600 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Whimn AU,2265591090,717089296,406967831,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Companion,Creative set,0,0,0,0,3,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_557,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),AdelaideNow,2265591090,717089296,168399431,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,6221092,1,0,6221092,158,0,0,-,-,-,-,-,-,6221092,1,6221092,158,6221092,1,6221092
102548119667364157873---751815071_2018-05-08_558,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Daily Telegraph,2265591090,717089296,168399911,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,8504784,1,0,8504784,216,0,0,-,-,-,-,-,-,8504784,1,8504784,216,8504784,1,8504784
102548119667364157873---751815071_2018-05-08_559,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NEWS.com.au/Travel,2265591090,717089296,168400031,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,8347288,0,0,8347288,212,0,0,-,-,-,-,-,-,8347288,0,8347288,212,8347288,0,8347288
102548119667364157873---751815071_2018-05-08_560,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Gold Coast Bulletin,2265591090,717089296,168400151,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,3228668,0,0,3228668,82,0,0,-,-,-,-,-,-,3228668,0,3228668,82,3228668,0,3228668
102548119667364157873---751815071_2018-05-08_561,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),The Geelong Advertiser,2265591090,717089296,168400271,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,2323066,0,0,2323066,59,0,0,-,-,-,-,-,-,2323066,0,2323066,59,2323066,0,2323066
102548119667364157873---751815071_2018-05-08_562,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Herald Sun,2265591090,717089296,168400391,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,24411880,1,0,24411880,620,0,0,-,-,-,-,-,-,24411880,1,24411880,620,24411880,1,24411880
102548119667364157873---751815071_2018-05-08_563,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NEWS.com.au/Entertainment,2265591090,717089296,168400871,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,29373004,0,0,29373004,746,0,0,-,-,-,-,-,-,29373004,0,29373004,746,29373004,0,29373004
102548119667364157873---751815071_2018-05-08_564,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NEWS.com.au,2265591090,717089296,168400991,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,67762654,1,0,67762654,1721,0,0,-,-,-,-,-,-,67762654,1,67762654,1721,67762654,1,67762654
102548119667364157873---751815071_2018-05-08_565,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NT News,2265591090,717089296,168401351,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,4961124,0,0,4961124,126,0,0,-,-,-,-,-,-,4961124,0,4961124,126,4961124,0,4961124
102548119667364157873---751815071_2018-05-08_566,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Quest Community Papers,2265591090,717089296,168401591,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,393740,0,0,393740,10,0,0,-,-,-,-,-,-,393740,0,393740,10,393740,0,393740
102548119667364157873---751815071_2018-05-08_567,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),The Australian,2265591090,717089296,168401831,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,107372898,2,0,107372898,2727,0,0,-,-,-,-,-,-,107372898,2,107372898,2727,107372898,2,107372898
102548119667364157873---751815071_2018-05-08_568,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),The Courier Mail,2265591090,717089296,168401951,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,9016646,1,0,9016646,229,0,0,-,-,-,-,-,-,9016646,1,9016646,229,9016646,1,9016646
102548119667364157873---751815071_2018-05-08_569,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),The Cairns Post,2265591090,717089296,168402071,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,1259968,1,0,1259968,32,0,0,-,-,-,-,-,-,1259968,1,1259968,32,1259968,1,1259968
102548119667364157873---751815071_2018-05-08_570,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NEWS.com.au/Technology,2265591090,717089296,168402191,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,36617820,0,0,36617820,930,0,0,-,-,-,-,-,-,36617820,0,36617820,930,36617820,0,36617820
102548119667364157873---751815071_2018-05-08_571,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),The Mercury,2265591090,717089296,168402311,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,984350,0,0,984350,25,0,0,-,-,-,-,-,-,984350,0,984350,25,984350,0,984350
102548119667364157873---751815071_2018-05-08_572,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Townsville Bulletin,2265591090,717089296,168402671,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,3268042,0,0,3268042,83,0,0,-,-,-,-,-,-,3268042,0,3268042,83,3268042,0,3268042
102548119667364157873---751815071_2018-05-08_573,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),The Australian Business,2265591090,717089296,168403151,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,5157994,0,0,5157994,131,0,0,-,-,-,-,-,-,5157994,0,5157994,131,5157994,0,5157994
102548119667364157873---751815071_2018-05-08_574,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Messenger News,2265591090,717089296,168403391,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,1063098,0,0,1063098,27,0,0,-,-,-,-,-,-,1063098,0,1063098,27,1063098,0,1063098
102548119667364157873---751815071_2018-05-08_575,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Leader News,2265591090,717089296,168403511,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,826854,0,0,826854,21,0,0,-,-,-,-,-,-,826854,0,826854,21,826854,0,826854
102548119667364157873---751815071_2018-05-08_576,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NEWS.com.au/Sport,2265591090,717089296,168407951,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,11142842,0,0,11142842,283,0,0,-,-,-,-,-,-,11142842,0,11142842,283,11142842,0,11142842
102548119667364157873---751815071_2018-05-08_577,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NEWS.com.au/Lifestyle,2265591090,717089296,168408071,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,31302330,0,0,31302330,795,0,0,-,-,-,-,-,-,31302330,0,31302330,795,31302330,0,31302330
102548119667364157873---751815071_2018-05-08_578,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),News Local,2265591090,717089296,168408311,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,866228,1,0,866228,22,0,0,-,-,-,-,-,-,866228,1,866228,22,866228,1,866228
102548119667364157873---751815071_2018-05-08_579,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NEWS.com.au/Finance,2265591090,717089296,212725151,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,23978766,0,0,23978766,609,0,0,-,-,-,-,-,-,23978766,0,23978766,609,23978766,0,23978766
102548119667364157873---751815071_2018-05-08_580,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Third-party,728 x 90,138230332206,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Whimn AU,2265591090,717089296,406967831,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,118122,0,0,118122,3,0,0,-,-,-,-,-,-,118122,0,118122,3,118122,0,118122
102548119667364157873---751815071_2018-05-08_581,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),AdelaideNow,2265591090,717089296,168399431,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,157,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_582,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Daily Telegraph,2265591090,717089296,168399911,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,216,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_583,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NEWS.com.au/Travel,2265591090,717089296,168400031,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,212,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_584,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Gold Coast Bulletin,2265591090,717089296,168400151,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,82,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_585,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),The Geelong Advertiser,2265591090,717089296,168400271,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,59,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_586,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Herald Sun,2265591090,717089296,168400391,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,621,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_587,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NEWS.com.au/Entertainment,2265591090,717089296,168400871,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,746,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_588,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NEWS.com.au,2265591090,717089296,168400991,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,1719,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_589,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NT News,2265591090,717089296,168401351,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,126,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_590,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Quest Community Papers,2265591090,717089296,168401591,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,10,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_591,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),The Australian,2265591090,717089296,168401831,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,2724,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_592,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),The Courier Mail,2265591090,717089296,168401951,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,229,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_593,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),The Cairns Post,2265591090,717089296,168402071,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,32,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-08_594,2018-05-08,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610564354,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249149),Image,970 x 250,138230332590,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249149),NEWS.com.au/Technology,2265591090,717089296,168402191,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,930,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
